83,1,52,0,25,1,9,0,75,1,75,1,34,1,68,0,68,1,68,1,27,0,34,1,106,0,48,0,27,1,20,0,63,1,68,0,9,0,9,1
44,0,10,1,10,1,10,1,10,1,86,1,10,1,10,1,10,1,41,1,48,0,48,1,10,1,10,0,10,1,10,1,10,1,10,0,10,1,10,1
51,0,52,1,108,1,108,0,52,0,52,1,102,1,16,0,100,0,97,1,57,1,68,1,69,0,16,0,30,0,27,1,68,0,57,0,69,0,51,1
4,1,96,1,4,0,71,0,66,0,2,0,4,0,26,0,4,0,26,0,26,0,8,1,4,1,4,1,4,1,102,1,10,1,4,1,4,1,66,0
103,0,21,0,2,0,45,1,67,1,54,1,88,0,13,0,12,0,51,0,21,1,101,0,43,0,62,1,80,0,51,1,2,1,62,0,39,0,35,1
32,0,39,0,39,0,49,1,32,0,58,0,60,1,90,0,112,0,2,0,103,1,120,0,60,0,26,1,15,1,56,0,60,0,11,0,101,1,104,1
34,0,1,0,94,1,34,1,12,1,17,1,34,1,106,1,73,0,69,1,49,0,74,0,73,1,69,0,25,0,74,1,106,1,74,1,25,0,74,0
91,1,91,1,107,0,9,1,40,1,21,0,113,0,76,1,91,1,10,1,91,0,62,1,62,0,16,0,69,1,62,1,23,0,91,0,46,1,91,1
88,0,67,0,8,1,42,0,63,1,8,1,42,1,45,0,68,1,22,0,67,1,42,0,42,1,18,0,42,0,42,1,42,1,42,1,42,1,8,0
32,0,93,0,78,0,106,0,40,0,21,0,95,0,52,1,21,1,41,0,44,1,12,0,101,0,21,0,101,0,40,0,101,0,101,0,101,1,21,0
34,0,56,0,100,1,56,0,74,0,48,1,48,1,25,1,74,0,5,0,70,1,1,1,17,0,11,1,22,0,21,1,22,0,31,0,94,0,37,0
93,0,35,1,79,1,93,1,93,1,79,0,27,1,67,1,67,1,48,1,48,0,46,0,16,0,20,0,93,0,86,0,16,1,22,0,21,1,21,0
50,0,15,1,99,1,66,1,111,1,89,0,101,1,27,1,60,1,32,1,79,1,11,1,67,1,81,0,81,0,87,1,68,1,26,1,103,0,45,1
56,0,66,1,109,0,8,0,95,0,42,1,54,0,109,1,95,1,8,1,20,0,8,1,95,0,70,0,80,0,72,0,63,1,72,1,95,1,42,1
75,0,18,0,104,0,57,1,12,1,80,1,39,0,62,0,76,1,53,1,34,1,119,1,65,1,120,0,120,0,61,1,89,1,52,1,89,0,9,1
7,1,103,1,72,0,89,1,3,1,89,1,39,0,97,1,95,1,21,0,82,0,9,1,62,1,26,1,28,1,13,0,43,1,25,1,48,1,16,0
54,0,37,1,93,0,72,1,20,0,97,1,21,0,80,1,120,0,36,1,88,1,14,1,91,0,66,1,14,0,31,1,56,1,33,1,5,1,6,0
107,0,78,1,21,0,89,0,106,0,81,1,83,0,106,0,106,1,106,1,95,0,19,0,8,0,2,0,104,1,93,0,42,0,90,0,62,0,75,0
71,1,94,1,91,1,73,1,69,0,69,1,103,0,110,0,9,1,61,1,95,1,47,1,86,1,26,1,28,0,44,1,35,1,25,0,26,0,26,1
88,1,102,1,14,0,10,0,28,0,47,1,29,0,14,1,10,1,42,0,98,1,107,0,8,1,22,1,86,0,107,1,18,1,98,1,72,1,111,0
19,1,108,1,31,1,113,0,101,0,30,1,86,0,100,1,16,1,75,0,86,1,2,0,19,1,13,0,19,1,72,1,49,0,79,0,86,0,107,0
110,1,90,0,52,0,110,0,110,1,110,0,7,0,91,0,91,1,107,0,60,1,30,1,8,1,68,1,7,1,91,0,21,1,91,0,107,0,91,1
44,1,21,0,111,1,67,1,100,1,89,0,3,1,37,0,69,1,87,1,28,1,111,0,56,1,91,0,73,0,1,0,1,1,86,0,25,0,93,0
94,0,42,1,49,1,99,1,11,1,11,0,11,0,11,0,59,1,59,0,82,0,59,0,59,0,59,0,52,1,52,0,14,0,96,1,45,0,108,1
105,0,14,0,33,0,11,1,14,1,11,1,33,0,11,0,23,0,105,1,7,1,105,1,16,0,97,0,51,0,105,0,83,1,32,0,53,1,74,0
86,1,11,1,22,1,86,0,86,1,7,1,20,1,31,0,11,0,11,1,11,1,11,0,7,1,11,0,11,1,11,1,51,1,11,0,11,0,28,0
62,1,62,0,91,1,91,1,103,0,103,0,91,1,62,1,62,1,62,1,62,1,91,1,91,1,91,0,91,0,85,1,104,0,10,1,91,1,91,0
48,0,53,1,8,1,5,0,14,0,102,1,13,0,62,1,29,1,51,1,17,1,13,0,31,0,17,0,42,1,53,0,102,1,105,1,105,1,105,0
69,0,104,0,73,0,111,1,62,1,68,1,23,0,53,0,30,1,38,0,57,1,53,1,60,0,2,0,60,1,50,1,6,1,60,0,65,1,12,1
80,0,22,1,39,1,28,1,1,1,19,0,80,0,21,1,53,1,80,0,1,0,26,1,73,1,17,1,41,1,101,1,76,1,8,1,70,0,52,1
120,0,43,1,28,1,10,1,22,1,49,0,11,1,98,0,104,1,25,1,120,0,72,1,37,1,88,0,3,1,91,1,69,0,17,1,34,0,88,1
33,0,91,0,46,1,6,1,20,1,58,1,110,1,64,0,14,1,93,0,21,0,89,0,70,1,40,0,83,0,111,1,86,0,77,0,91,0,44,0
92,0,106,1,54,1,51,0,60,1,7,1,104,0,2,0,55,1,55,1,17,1,28,0,51,1,55,1,7,1,12,1,23,0,98,0,104,1,104,0
76,1,39,1,44,0,23,1,52,1,10,1,11,1,76,1,9,1,59,1,23,1,25,1,74,1,73,0,23,0,39,1,7,1,70,0,7,0,6,1
23,1,23,1,114,0,114,0,93,0,23,1,3,0,64,1,14,0,64,0,49,0,119,1,47,0,70,0,22,1,75,1,31,0,4,0,80,1,80,0
13,1,14,1,97,0,74,0,45,0,97,0,16,1,33,0,73,0,73,1,65,1,73,1,33,0,103,1,19,1,33,0,7,0,7,1,33,1,33,1
39,1,6,0,60,1,13,1,106,1,39,1,39,1,17,1,6,0,72,1,39,0,41,0,114,0,8,0,101,0,100,1,16,0,26,1,13,1,13,0
48,1,25,1,101,0,21,0,34,1,12,1,106,1,46,0,77,1,4,1,4,0,47,0,4,1,95,0,67,0,88,0,4,1,102,0,74,1,52,1
86,1,9,1,8,0,19,1,57,1,27,0,65,0,23,1,26,0,51,0,2,1,25,0,23,1,21,1,23,0,2,1,35,1,86,0,110,0,38,0
44,1,12,1,10,1,1,0,49,1,8,0,35,0,102,1,15,1,2,1,22,1,10,1,11,0,11,1,10,1,41,0,10,1,67,1,21,0,10,1
94,0,8,0,16,1,88,1,38,0,104,0,104,0,104,0,55,1,104,1,106,1,60,1,84,0,75,0,76,0,8,0,104,1,104,0,55,0,28,0
34,0,106,0,26,1,109,0,57,1,11,0,11,1,53,1,108,0,53,1,11,1,107,0,107,1,22,0,119,0,114,0,21,0,107,1,16,1,107,1
62,0,25,0,23,1,74,0,98,0,98,0,100,0,25,0,104,0,104,1,52,1,2,0,63,1,12,1,1,1,8,1,104,0,104,1,52,0,104,0
39,0,35,0,92,1,76,1,39,0,47,1,47,1,92,0,49,0,46,1,49,1,72,1,19,1,92,1,43,0,47,1,49,1,11,0,47,1,76,0
87,0,102,0,87,0,82,0,89,1,89,0,120,1,62,0,120,0,65,1,65,0,65,0,11,1,11,0,59,1,34,1,37,1,59,1,18,0,4,1
52,0,52,1,107,0,6,0,107,1,22,1,85,0,52,1,91,0,87,0,65,0,88,0,6,0,110,1,23,0,76,0,69,0,101,1,69,0,2,0
2,1,63,0,86,1,1,1,100,1,37,1,74,1,21,0,15,1,21,1,42,0,39,1,29,0,12,1,12,1,18,1,29,1,26,0,26,1,86,0
51,1,66,1,99,0,28,0,108,1,9,1,3,1,101,1,99,0,114,1,64,0,63,1,51,0,55,1,69,1,69,0,32,1,90,0,69,0,91,0
17,1,46,1,11,0,17,1,8,1,54,1,39,1,13,1,98,1,49,1,72,1,88,1,13,1,20,0,17,1,39,1,6,1,9,0,15,1,13,0
88,0,14,0,95,1,47,1,62,0,93,0,47,1,38,0,87,0,8,0,93,0,77,1,16,0,39,0,8,1,100,1,97,1,114,1,12,1,42,1
48,1,84,1,11,0,101,1,94,1,76,1,87,0,28,1,8,0,76,0,17,1,28,0,3,1,54,1,109,0,8,1,32,1,54,0,109,0,86,0
2,1,2,1,3,1,29,1,65,1,51,0,3,1,99,0,99,1,60,0,2,1,3,1,2,0,3,1,2,0,2,1,104,1,102,1,3,1,2,1
98,0,45,1,47,1,47,1,99,0,49,1,45,1,0,0,51,0,45,1,9,1,55,0,60,1,65,0,9,0,54,1,76,1,21,0,66,1,98,0
25,0,74,0,76,1,46,1,76,1,17,1,76,1,39,0,79,1,13,1,39,0,106,1,26,0,106,1,74,1,76,1,7,1,74,1,25,1,101,1
72,1,21,0,7,1,17,0,25,1,25,0,25,0,25,0,25,1,25,1,25,1,11,1,86,1,25,0,25,1,13,1,17,0,9,0,44,0,11,0
53,0,47,1,22,0,67,1,52,1,9,1,67,0,65,0,65,0,95,1,104,1,9,0,104,0,81,1,8,1,104,0,104,0,8,0,42,1,95,0
23,1,109,1,23,0,108,1,101,1,109,0,108,0,55,1,56,1,22,1,71,1,71,0,22,1,71,0,71,0,39,0,87,0,90,1,16,1,86,1
91,0,91,1,91,0,91,1,83,0,120,0,44,0,87,1,20,0,91,1,73,0,76,0,72,0,109,0,4,1,106,1,70,1,62,1,62,0,10,0
91,0,38,1,85,1,48,0,23,0,77,0,93,1,48,1,52,0,54,1,81,0,34,1,15,1,101,0,16,1,87,1,93,0,93,1,41,1,67,1
100,0,3,0,37,0,84,1,38,0,38,1,101,0,101,1,95,0,38,1,18,1,38,1,38,1,49,0,2,0,38,0,45,1,38,0,75,0,39,1
11,0,35,1,49,1,7,1,54,1,54,1,2,1,80,0,2,0,28,0,2,0,62,0,9,1,22,0,76,0,17,1,21,0,39,0,21,0,45,0
83,0,84,0,83,1,21,0,87,0,83,1,83,0,83,1,83,1,60,0,37,0,64,0,50,1,75,1,75,0,112,1,36,1,31,1,83,0,83,0
15,0,72,1,49,0,43,1,19,1,25,1,43,1,49,1,11,0,25,1,39,0,76,0,34,0,39,0,72,0,13,1,11,1,11,1,15,1,11,0
2,1,48,1,45,0,13,1,32,1,92,1,94,1,8,1,76,0,120,0,57,1,12,0,23,1,48,0,21,0,39,1,120,0,92,0,51,1,109,0
54,0,77,1,109,0,42,0,12,0,8,0,15,0,54,0,77,1,72,0,104,1,81,1,54,1,10,1,54,1,72,1,94,1,54,1,12,0,15,1
107,0,107,0,107,1,3,0,107,1,30,1,86,0,107,1,112,1,27,1,86,1,68,1,87,1,16,1,107,1,7,1,86,0,68,1,92,1,86,1
11,0,39,1,25,1,13,0,41,1,15,0,39,0,8,0,7,1,5,1,109,1,7,0,17,1,8,0,17,0,17,1,74,0,17,1,106,0,39,1
37,0,101,1,85,0,85,1,85,1,120,0,37,1,37,1,16,0,37,1,37,1,87,1,64,0,64,1,100,1,60,1,49,0,103,1,103,0,103,1
61,1,70,0,39,0,21,0,39,0,62,1,39,1,44,1,39,0,71,0,39,1,62,1,85,1,71,1,71,0,85,1,51,1,71,1,39,0,71,0
2,0,4,0,70,0,18,1,69,0,38,1,11,0,96,0,46,0,11,0,106,0,72,0,39,0,49,0,68,0,11,0,13,0,12,0,11,1,11,1
111,0,41,0,84,1,86,1,41,1,99,0,2,0,35,1,111,1,27,1,111,1,44,1,111,0,27,0,27,0,7,1,111,1,7,0,100,1,111,0
80,0,41,1,7,0,96,0,20,1,112,1,103,0,20,0,87,0,103,1,20,1,20,1,44,1,96,0,63,1,30,0,20,1,45,1,41,1,40,1
72,1,95,1,72,1,93,1,8,0,72,0,72,1,72,1,72,1,72,0,72,1,72,1,72,1,72,1,72,1,48,0,72,0,72,1,20,1,72,1
11,0,19,0,51,1,96,0,2,0,30,0,30,1,29,0,7,0,22,0,8,1,48,1,8,0,2,1,7,0,2,1,2,1,29,0,7,1,2,0
103,0,89,1,89,1,89,1,30,0,87,0,87,0,100,0,107,0,107,0,107,1,107,1,107,1,100,0,100,1,100,1,100,1,100,1,100,0,100,1
101,1,34,0,34,1,14,0,34,0,51,0,86,0,37,1,111,1,34,0,34,1,22,0,100,0,86,1,64,0,34,0,34,0,34,1,14,0,22,1
93,1,101,1,67,0,10,1,77,1,17,0,74,1,93,1,93,0,104,1,51,0,77,0,40,0,100,0,93,1,25,1,77,0,95,0,72,0,40,0
46,0,76,0,114,1,34,0,23,1,120,0,74,1,26,0,53,1,8,0,53,0,114,1,53,1,17,1,34,1,8,0,53,0,8,0,11,1,106,1
60,0,49,0,48,0,54,0,72,0,26,0,54,0,99,0,21,1,101,0,48,0,54,1,18,0,12,1,69,1,50,0,76,0,25,0,10,1,77,0
6,1,1,1,33,0,120,0,60,0,120,1,88,1,120,1,92,1,7,0,85,1,55,1,108,1,15,0,38,0,104,1,55,1,78,0,98,1,114,1
11,0,11,1,11,0,11,1,11,1,11,1,13,0,16,0,8,0,12,1,80,1,76,1,81,1,72,0,80,1,49,0,104,0,49,0,61,0,65,0
47,1,14,1,21,0,95,1,106,1,25,1,51,1,23,1,39,1,14,0,46,1,91,0,14,1,18,1,43,1,48,1,93,1,14,1,95,1,72,1
101,0,20,0,101,0,101,1,101,1,85,1,101,0,93,0,101,0,101,1,60,1,26,1,101,0,60,0,62,0,89,0,102,1,69,0,85,0,26,0
13,0,104,0,33,0,104,1,29,0,13,0,99,1,98,1,57,1,29,1,57,1,33,1,100,0,2,1,8,0,100,0,15,0,28,0,63,0,86,0
13,1,53,1,110,1,42,1,42,1,14,0,34,1,84,0,106,1,25,1,14,0,3,1,51,1,3,1,52,0,11,1,25,0,69,0,25,1,14,1
60,0,60,1,57,0,27,0,3,0,66,0,58,1,66,1,39,0,100,1,47,1,100,1,100,1,48,0,44,0,3,1,71,0,71,1,85,1,60,1
101,1,60,1,21,1,21,1,52,1,21,1,37,0,26,0,69,0,30,1,69,1,69,1,69,1,3,0,69,1,69,0,68,0,81,1,60,1,16,0
99,0,7,0,33,1,55,0,55,0,102,0,96,0,57,0,102,0,102,0,96,0,96,0,16,0,107,0,62,0,63,0,107,1,64,0,107,1,51,0
62,1,21,0,86,1,30,1,86,1,30,1,37,1,90,1,21,1,68,1,62,1,101,0,79,1,89,1,37,1,64,1,62,0,62,0,30,1,86,0
67,0,94,0,39,1,12,0,60,1,12,1,106,1,67,1,72,1,106,0,8,1,48,1,72,0,12,0,12,0,72,1,48,1,12,1,72,1,106,0
16,0,16,0,16,0,25,0,64,0,16,0,16,1,16,1,64,0,64,0,64,0,16,1,16,1,16,0,64,0,16,0,16,1,16,1,16,0,39,1
74,1,92,1,74,1,92,1,92,1,74,1,92,0,74,0,74,1,103,1,74,1,92,1,92,1,74,1,74,1,92,0,92,1,14,1,64,1,74,1
54,0,15,1,72,1,12,0,48,0,77,0,19,0,12,1,54,1,81,1,63,0,54,0,8,0,63,1,48,0,18,0,4,1,63,1,81,0,54,1
16,0,17,1,25,1,45,1,47,0,13,0,17,1,38,0,25,0,38,0,13,0,2,1,25,1,43,0,17,0,47,1,45,0,17,0,104,0,13,0
2,0,75,0,76,0,76,0,12,0,12,0,84,0,86,1,12,0,20,0,34,1,58,0,101,0,12,0,73,0,12,0,45,0,21,0,103,0,11,1
93,1,44,0,114,1,120,1,19,0,19,1,93,1,54,1,74,1,67,1,100,0,10,0,98,1,113,1,98,0,70,0,77,1,93,1,7,1,10,0
93,1,72,0,12,1,72,1,12,1,10,0,93,0,12,1,93,0,12,1,100,0,25,0,25,1,30,0,100,0,30,0,26,1,16,1,100,1,10,0
112,1,44,1,28,1,13,1,8,1,111,1,78,1,106,1,104,0,72,1,77,1,77,0,95,1,76,1,13,0,70,1,79,1,65,1,114,1,114,0
12,1,67,0,8,1,1,0,95,0,8,1,3,0,76,0,8,1,11,0,8,1,44,0,76,1,93,0,4,1,69,1,1,1,106,1,86,1,18,1
64,0,57,1,57,0,55,0,99,1,28,0,93,0,39,1,45,1,78,1,29,1,16,1,16,0,16,0,8,1,58,1,8,0,49,1,18,1,22,1
